Condition,Replicate,7/1/20 19:50,7/2/20 12:47,7/3/20 15:38,7/4/20 22:42,7/5/20 18:02,7/6/20 14:35,7/7/20 14:18,7/8/20 17:36,7/9/20 2:58,7/10/20 18:17,7/12/20 16:20,7/13/20 10:40,7/15/20 14:00
No treatment,1,0,0.03,0.32,0.94,0.95,0.92,0.86,0.82,0.79,0.73,0.71,0.68,0.72
No treatment,2,0,0.04,0.33,0.91,0.87,0.85,0.78,0.74,0.7,0.71,0.69,0.69,0.72
No treatment,3,0.01,0.04,0.33,0.91,0.89,0.84,0.8,0.71,0.7,0.72,0.66,0.64,0.7
No treatment,4,0,0.04,0.34,0.95,0.93,0.92,0.83,0.79,0.77,0.75,0.71,0.66,0.7
Cysteine treatment,1,0,0.03,0.15,0.16,0.16,0.16,0.17,0.17,0.19,0.2,0.45,0.58,0.71
Cysteine treatment,2,0,0.04,0.14,0.17,0.19,0.18,0.17,0.17,0.18,0.21,0.38,0.49,0.74
Cysteine treatment,3,0,0.02,0.16,0.15,0.16,0.16,0.15,0.18,0.18,0.2,0.58,0.62,0.74
Cysteine treatment,4,0,0.05,0.15,0.18,0.17,0.18,0.26,0.17,0.19,0.2,0.47,0.56,0.8
Sulfide treatment,1,0,0.03,0.09,0.11,0.1,0.13,0.14,0.19,0.37,0.78,0.93,0.78,0.73
Sulfide treatment,2,0.01,0.04,0.09,0.13,0.13,0.17,0.17,0.2,0.41,0.77,0.87,0.79,0.73
Sulfide treatment,3,0,0.03,0.08,0.09,0.12,0.13,0.11,0.16,0.2,0.34,0.75,0.97,0.77
Sulfide treatment,4,0.01,0.04,0.09,0.1,0.12,0.14,0.17,0.22,0.39,0.74,0.89,0.76,0.72
No treatment + BCAAs,1,0,0.04,0.27,0.77,0.91,0.91,0.81,0.75,0.75,0.65,0.59,0.55,0.59
No treatment + BCAAs,2,0,0.03,0.25,0.82,0.92,0.92,0.88,0.77,0.77,0.65,0.56,0.58,0.58
No treatment + BCAAs,3,0,0.05,0.26,0.78,0.9,0.94,0.8,0.71,0.71,0.56,0.57,0.52,0.59
No treatment + BCAAs,4,0,0.05,0.27,0.89,0.94,0.9,0.81,0.76,0.76,0.64,0.61,0.53,0.61
Cysteine treatment + BCAAs,1,0,0.04,0.23,0.8,1.02,1.06,0.94,0.88,0.85,0.77,0.73,0.67,0.61
Cysteine treatment + BCAAs,2,0,0.04,0.32,0.85,1.06,1.1,1,0.9,0.85,0.78,0.76,0.71,0.75
Cysteine treatment + BCAAs,3,0,0.05,0.29,0.95,1.12,1.12,1.02,0.92,0.89,0.82,0.82,0.69,0.7
Cysteine treatment + BCAAs,4,0,0.05,0.3,0.86,1.05,1.07,0.99,0.91,0.83,0.82,0.74,0.69,0.64
Sulfide treatment + BCAAs,1,0,0.05,0.12,0.17,0.2,0.23,0.36,0.58,0.82,0.82,0.74,0.71,0.71
